StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q5,Q6,Q26,Q14,Q9,Q9_3_TEXT,Q15,Q16,Q8,Q17,Q11,Q12,Q13,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q28_16,Q18.1_1,Q18.1_2,Q18.1_3,Q18.1_4,Q18.1_5,Q18.1_6,Q18.1_7,Q18.1_8,Q18.2_1,Q18.2_2,Q18.2_3,Q18.2_4,Q18.2_5,Q18.2_6,Q18.2_7,Q18.2_8,Q22,Q23,Q31,Q32,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q48,Q47
24/03/2020 11:37,24/03/2020 11:42,IP Address,100,292,TRUE,24/03/2020 11:42,R_bNmVCeCdp5gk0wN,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,2nd Year,,,Psychology ,Yes,Female,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Yes,Yes,Being unable to replicate the same results across different studies ,Not sure,Yes,Yes,
24/03/2020 11:37,24/03/2020 11:44,IP Address,100,421,TRUE,24/03/2020 11:44,R_BLGNwH23dOM8lfX,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology,Yes,female,Strongly agree,Strongly disagree,Have no opinion,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,,,I have done/used this,,,I have done/used this,,I have done/used this,Strongly Agree,Have no opinion,Strongly agree,Disagree,Strongly Agree,Strongly agree,Disagree,Have no opinion,Not sure,,,Yes,No,Yes,
24/03/2020 11:43,24/03/2020 12:04,IP Address,100,1291,TRUE,24/03/2020 12:04,R_eDmUZ9f1uoutULT,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,PSYCHOLOGY ,Yes,FEMALE,Strongly agree,Disagree,Strongly agree,Have no opinion,Have no opinion,Have no opinion,Agree,Disagree,Strongly agree,Have no opinion,Agree,Have no opinion,Agree,Agree,Have no opinion,Have no opinion,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,Strongly Agree,Have no opinion,Agree,Have no opinion,Agree,Agree,Disagree,Have no opinion,No,,,No,No,Not sure,
24/03/2020 12:48,24/03/2020 13:15,IP Address,100,1599,TRUE,24/03/2020 13:15,R_2WAOpYy4hEqHiNd,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,1st Year,,,Psychology,No,Female,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Have no opinion,Agree,Agree,Have no opinion,Strongly agree,Have no opinion,Agree,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,I have heard of this,,,,,,,,I have done/used this,Agree,Disagree,Agree,Agree,Have no opinion,Agree,Agree,Agree,Yes,Not sure,When a replicated study shows the complete opposite results than the first one,No,Not sure,Yes,
24/03/2020 14:19,24/03/2020 14:28,IP Address,100,546,TRUE,24/03/2020 14:28,R_1ptjNTf4D3htp7K,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology BSc,Yes,Female,Strongly agree,Strongly disagree,Have no opinion,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Agree,Have no opinion,Strongly disagree,Agree,Agree,Strongly disagree,Agree,I have heard of this,,I have heard of this,,,I have heard of this,,I have heard of this,I have done/used this,,I have done/used this,,,I have done/used this,,I have done/used this,Strongly Agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Not sure,,,No,Not sure,Yes,One or two of the questions on the first page weren't clear--worth checking your wording.
24/03/2020 15:27,24/03/2020 15:34,IP Address,100,387,TRUE,24/03/2020 15:34,R_2uIeXYZwOXKeoxf,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology,Yes,Female,Strongly agree,Disagree,Have no opinion,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Have no opinion,Disagree,Agree,Have no opinion,,,I have heard of this,,,,,I have heard of this,,,,,,,,,Agree,Disagree,Agree,Have no opinion,Have no opinion,Have no opinion,Disagree,Disagree,Not sure,,,No,No,Yes,
24/03/2020 16:12,24/03/2020 16:18,IP Address,100,336,TRUE,24/03/2020 16:18,R_333wlKR8qOyqAWQ,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology,Yes,female,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have done/used this,I have done/used this,,,,I have done/used this,,I have done/used this,Strongly Agree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Yes,No,not being able to reproduce results of a certain study,Not sure,No,Yes,
24/03/2020 16:17,24/03/2020 16:19,IP Address,100,147,TRUE,24/03/2020 16:19,R_2YrHWLxiCFKkn3C,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,2nd Year,,,psychology ,Yes,female ,Disagree,Agree,Have no opinion,Have no opinion,Strongly agree,Strongly agree,Strongly agree,Agree,Have no opinion,Strongly agree,Have no opinion,Agree,Have no opinion,Have no opinion,Disagree,Have no opinion,I have heard of this,,,I have heard of this,I have heard of this,,I have heard of this,,,I have done/used this,I have done/used this,,,I have done/used this,,I have done/used this,Strongly disagree,Have no opinion,Have no opinion,Strongly disagree,Agree,Have no opinion,Have no opinion,Strongly agree,No,,,No,Yes,Yes,no
24/03/2020 16:17,24/03/2020 16:28,IP Address,100,657,TRUE,24/03/2020 16:28,R_pRhQeGWHbjuvnlT,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Other (Please specify),Not sure,3,1st Year,,,Psychology,No,Female,Agree,Disagree,Have no opinion,Strongly agree,Have no opinion,Have no opinion,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Have no opinion,Disagree,Agree,I have heard of this,,I have heard of this,,,I have heard of this,,I have heard of this,,,I have done/used this,,,,,I have done/used this,Have no opinion,Agree,Have no opinion,Agree,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Yes,Yes,,Not sure,Not sure,Not sure,
24/03/2020 16:19,24/03/2020 17:12,IP Address,100,3196,TRUE,24/03/2020 17:12,R_w13yT2OEgGUihPz,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Bsc Psychology,No,female,Strongly agree,Have no opinion,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Have no opinion,Have no opinion,,,,,,,,I have heard of this,,,,,,,,I have done/used this,Agree,Have no opinion,Agree,Agree,Have no opinion,Have no opinion,Disagree,Agree,No,,,No,No,Not sure,
24/03/2020 19:32,24/03/2020 19:35,IP Address,100,170,TRUE,24/03/2020 19:35,R_6wZd81aLnlA632V,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,psychology,Yes,f,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly disagree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have done/used this,I have done/used this,,I have done/used this,,I have done/used this,,I have done/used this,Strongly Agree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Not sure,,,Not sure,Not sure,Yes,
25/03/2020 03:34,25/03/2020 03:39,IP Address,100,327,TRUE,25/03/2020 03:39,R_Rf9JV3PaZ4c1AXv,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,2nd Year,,,Psychology,Yes,Female,Agree,Disagree,Agree,Agree,Have no opinion,Have no opinion,Agree,Disagree,Disagree,Agree,Have no opinion,Strongly disagree,Have no opinion,Disagree,Strongly disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,I have done/used this,,,,I have done/used this,Disagree,Agree,Have no opinion,Agree,Agree,Agree,Have no opinion,Have no opinion,Yes,Not sure,lots of methodologies/ studies are impossible to replicate or reproduce,Not sure,No,Yes,
25/03/2020 03:36,25/03/2020 03:48,IP Address,100,705,TRUE,25/03/2020 03:48,R_OjKASk81ROJdJo5,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,2nd Year,,,Psychology BSc,Yes,Female,Have no opinion,Strongly disagree,Strongly agree,Strongly disagree,Have no opinion,Strongly disagree,Agree,Have no opinion,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,I have heard of this,,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,,,I have done/used this,,,,,,Strongly Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,Agree,Yes,Yes,"Many studies (in particular ""classic"" social psychology studies) have been replicated recenttly and results have not been significant/the same ",Yes,No,Yes,"The issues raised are somewhat applicable to undergraduates - it is important to understand things like replication andn open access, but it's not so relevant if undergraduates aren't going on to do research. Also, I felt like I didn't know much about the finanicial side - e.g. whether journals should charge for access for example."
25/03/2020 03:47,25/03/2020 03:54,IP Address,100,387,TRUE,25/03/2020 03:54,R_cPeqMdRjsqxSV7X,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,2nd Year,,,Psychology BSc,Yes,Female,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly agree,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,,I have done/used this,I have done/used this,Agree,Strongly disagree,Strongly agree,Agree,Strongly Agree,Agree,Strongly disagree,Strongly agree,Yes,Yes,There's so many studies out there claiming to have a significant effect yet hardly any of these are replicated and so it's difficult to know if these results were a one off effect or genuine ,Not sure,Not sure,Yes,
25/03/2020 04:20,25/03/2020 04:27,IP Address,100,398,TRUE,25/03/2020 04:27,R_3IVL3jSMZM5cGNK,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,BSc Psychology,Yes,Female,Agree,Disagree,Have no opinion,Disagree,Have no opinion,Disagree,Agree,Have no opinion,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,I have heard of this,,,,,,,I have heard of this,,,I have done/used this,I have done/used this,,I have done/used this,,,Agree,Disagree,Agree,Agree,Have no opinion,Have no opinion,Have no opinion,Agree,Yes,Not sure,Not being able to replicate results,Not sure,Not sure,Yes,
25/03/2020 04:33,25/03/2020 04:40,IP Address,100,374,TRUE,25/03/2020 04:40,R_2ZHvbpd2BJ5ORcQ,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,2nd Year,,,BSc Psychology,Yes,Female,Strongly agree,Strongly disagree,Strongly agree,Have no opinion,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Have no opinion,Agree,Have no opinion,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,I have done/used this,Strongly Agree,Disagree,Strongly agree,Disagree,Agree,Have no opinion,Disagree,Agree,Yes,Yes,The fact that lots of previous research in psychology when replicated has not found the same results. ,Not sure,Yes,Yes,
25/03/2020 05:21,25/03/2020 05:32,IP Address,100,660,TRUE,25/03/2020 05:32,R_1i3VuUEqFm2pYmz,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology BSc,Yes,Female,Agree,Disagree,Agree,Strongly agree,Have no opinion,Have no opinion,Have no opinion,Agree,Have no opinion,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Have no opinion,I have heard of this,,I have heard of this,I have heard of this,,,,I have heard of this,,I have done/used this,,,I have done/used this,I have done/used this,I have done/used this,,Disagree,Have no opinion,Agree,Strongly agree,Have no opinion,Agree,Disagree,Agree,No,,,Yes,No,Yes,
25/03/2020 04:17,25/03/2020 05:50,IP Address,100,5583,TRUE,25/03/2020 05:50,R_3iyZSqWXRTk9bww,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,3,1st Year,,,BSc psychology,No,Female ,Strongly agree,Agree,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Agree,Have no opinion,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Have no opinion,Disagree,I have heard of this,I have heard of this,I have heard of this,,,,,,,,I have done/used this,,,,,,Strongly disagree,Have no opinion,Disagree,Agree,Disagree,Agree,Have no opinion,Have no opinion,No,,,No,Not sure,Yes,
25/03/2020 05:44,25/03/2020 05:52,IP Address,100,519,TRUE,25/03/2020 05:52,R_3r06Vgf0aQVRuUl,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Bsc Psychology,No,Female,Agree,Disagree,Disagree,Have no opinion,Disagree,Strongly agree,Have no opinion,Have no opinion,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,I have heard of this,,,I have heard of this,,,,I have heard of this,,,I have done/used this,I have done/used this,,,,,Agree,Have no opinion,Disagree,Agree,Strongly Agree,Disagree,Disagree,Have no opinion,Not sure,,,No,No,Yes,
25/03/2020 06:07,25/03/2020 06:19,IP Address,100,718,TRUE,25/03/2020 06:19,R_2DTETTxaagtdaot,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,1st Year,,,BSc Psychology,No,Female,Agree,Disagree,Agree,Disagree,Have no opinion,Have no opinion,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Have no opinion,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,I have done/used this,,I have done/used this,,I have done/used this,Agree,Disagree,Disagree,Agree,Have no opinion,Agree,Agree,Agree,Not sure,,,Yes,Not sure,Not sure,
25/03/2020 06:13,25/03/2020 06:24,IP Address,100,691,TRUE,25/03/2020 06:24,R_3I9ICIb4BKvzAGr,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,BSc (Hons) Psychology,Yes,Male,Agree,Disagree,Have no opinion,Disagree,Have no opinion,Disagree,Agree,Have no opinion,Agree,Have no opinion,Agree,Disagree,Have no opinion,Disagree,Have no opinion,Agree,,,,,,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,I have done/used this,,,Strongly Agree,Strongly disagree,Agree,Strongly agree,Strongly Agree,Have no opinion,Disagree,Strongly agree,No,,,Not sure,Not sure,Yes,
25/03/2020 06:20,25/03/2020 06:26,IP Address,100,338,TRUE,25/03/2020 06:26,R_21pIaGi06GjWUnB,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology Bsc,Yes,Male,Agree,Disagree,Strongly agree,Strongly disagree,Have no opinion,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Have no opinion,Strongly disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,,I have heard of this,,,,,I have done/used this,,I have done/used this,,Strongly Agree,Strongly disagree,Agree,Disagree,Agree,Have no opinion,Strongly disagree,Disagree,No,,,Not sure,Not sure,Yes,
25/03/2020 06:20,25/03/2020 06:26,IP Address,100,372,TRUE,25/03/2020 06:26,R_3hi4Gg3zeBViaQE,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology ,Yes,Female,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Have no opinion,Disagree,Strongly agree,Agree,Agree,Disagree,Agree,Have no opinion,Agree,Disagree,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,,,,Agree,Agree,Have no opinion,Agree,Agree,Agree,Disagree,Agree,Yes,Not sure,When you replicate a study on another sample and get the same/similar results,Yes,Not sure,Yes,
25/03/2020 06:37,25/03/2020 06:46,IP Address,100,539,TRUE,25/03/2020 06:46,R_33syIusPNoTRy8e,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,2nd Year,,,Psychology,Yes,female,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Have no opinion,Have no opinion,Disagree,Disagree,Agree,Disagree,Agree,,,,,,,I have heard of this,I have heard of this,I have done/used this,,I have done/used this,,,,,,Agree,Agree,Agree,Agree,Agree,Disagree,Have no opinion,Have no opinion,Yes,Yes,When we can't trust old studies because they've not been replicated or when they were replicated found different results.,Not sure,No,Yes,
25/03/2020 07:15,25/03/2020 07:20,IP Address,100,334,TRUE,25/03/2020 07:20,R_xFnqjDVS0RiidX3,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,2nd Year,,,Psychology,Yes,female,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Have no opinion,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Have no opinion,Strongly agree,Strongly disagree,Agree,,,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,I have done/used this,I have done/used this,,,,I have done/used this,I have done/used this,,Disagree,Disagree,Agree,Agree,Disagree,Have no opinion,Have no opinion,Have no opinion,No,,,No,No,Yes,
25/03/2020 07:30,25/03/2020 07:37,IP Address,100,374,TRUE,25/03/2020 07:37,R_PMO4P1jFr56qZSV,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,BSc psychology,No,Female,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Have no opinion,I have heard of this,,I have heard of this,,,I have heard of this,,,,I have done/used this,,I have done/used this,I have done/used this,,I have done/used this,I have done/used this,Disagree,Agree,Agree,Agree,Agree,Have no opinion,Have no opinion,Agree,No,,,Not sure,Not sure,Not sure,
25/03/2020 07:29,25/03/2020 08:11,IP Address,100,2515,TRUE,25/03/2020 08:11,R_1jjnCJradfV75fs,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,,,,(BSC) Psychology ,Yes,Female ,Strongly agree,Disagree,Agree,Have no opinion,Have no opinion,Have no opinion,Strongly agree,Agree,Agree,Disagree,Strongly agree,Agree,Have no opinion,Have no opinion,Have no opinion,Strongly agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,I have done/used this,,I have done/used this,,,Agree,Agree,Agree,Agree,Agree,Disagree,Have no opinion,Have no opinion,Yes,No,The results from studies often cannot be recreated suggesting they are inncorect. ,Not sure,No,Yes,
25/03/2020 08:14,25/03/2020 08:19,IP Address,100,322,TRUE,25/03/2020 08:19,R_3dKOVQikro9dMvl,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology ,Yes,Female,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Have no opinion,Agree,Disagree,Strongly agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,I have heard of this,,,,,I have done/used this,I have done/used this,I have done/used this,,Agree,Disagree,Have no opinion,Disagree,Agree,Agree,Agree,Agree,No,,,No,No,No,
