"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q1","Q5","Q6","Q26","Q14","Q9","Q9_3_TEXT","Q15","Q2nd.Year9","Q8","Q17","Q11","Q12","Q13","Q28_1","Q28_2","Q28_3","Q28_4","Q28_5","Q28_6","Q28_7","Q28_8","Q28_9","Q28_10","Q28_11","Q28_12","Q28_13","Q28_14","Q28_15","Q28_16","Q18.1_1","Q18.1_2","Q18.1_3","Q18.1_4","Q18.1_5","Q18.1_6","Q18.1_7","Q18.1_8","Q18.2_1","Q18.2_2","Q18.2_3","Q18.2_4","Q18.2_5","Q18.2_6","Q18.2_7","Q18.2_8","Q22","Q23","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q48","Q47"
"244","19/04/2022 03:18","19/04/2022 04:02","0","100","2682","1","19/04/2022 04:02","R_sIkad4kJxbPHgBj","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","4","2","2","3","3","2","4","2","3","3","4","1","2","2","1","4","1","","","","","","","1","1","0","0","0","0","0","0","0","2","5","2","2","4","4","2","2","3","","","3","3","2",""
"245","12/04/2022 03:41","12/04/2022 04:07","0","76","1563","0","19/04/2022 04:07","R_UtGm82nzbn1qz1n","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","5","1","5","1","5","2","5","2","5","1","3","2","3","4","3","3","1","1","1","1","1","1","","1","0","0","0","0","0","0","0","0","4","1","5","3","3","4","3","5","1","1","The belief that the results of studies cannot be replicated in other studies and therefore suggest the results of the studies arenÇƒÙt accurate","1","3","1",""
"246","20/04/2022 08:45","20/04/2022 09:05","0","100","1191","1","20/04/2022 09:05","R_33r3Gup3zzrUeOM","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","1","2","2","4","2","4","2","4","4","4","1","4","3","4","4","2","4","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","0","2","2","4","5","5","3","2","3","2","","","2","3","3",""
"247","20/04/2022 09:32","20/04/2022 10:11","0","100","2342","1","20/04/2022 10:11","R_25u6Ju1xwBls1pI","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","5","2","4","3","4","3","4","3","3","3","4","3","4","4","3","4","1","","1","1","1","1","","1","1","0","1","0","0","0","0","0","2","4","4","3","4","4","3","4","1","3","studies being impossible to accurately repeat","3","2","1",""
"248","21/04/2022 13:15","21/04/2022 14:16","0","100","3613","1","21/04/2022 14:16","R_3JbfvMIOEfCPtn3","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","5","3","4","2","4","3","4","2","5","2","5","1","3","1","2","4","1","1","1","1","1","1","1","1","0","1","0","1","0","0","1","0","4","2","4","2","4","4","1","5","2","","","2","2","1",""
"249","09/03/2022 06:27","09/03/2022 08:14","0","100","6462","1","09/03/2022 08:14","R_UMeDyyzz8i9ljoJ","anonymous","EN","1","","UNI83","","","","","","0","","","","","1","5","1","4","3","4","2","5","2","5","2","5","1","4","2","3","3","1","","1","1","","","","1","1","0","1","0","0","0","0","1","5","2","5","4","4","5","1","4","1","3","Although research has to be replicable, few replication studies get funded or made as they may seem to be less news-worthy. Some replications that have been made are also concerning as they then find either inconclusive results or results that go against the original research.","1","3","1","Both the replication crisis and open research has been mentioned by one lecturer once in passing, meaning that most that did not pay attention to that one time would have missed out on the valuable information."
"250","12/03/2022 04:11","12/03/2022 04:35","0","100","1450","1","12/03/2022 04:35","R_R3QheopWIH6kefT","anonymous","EN","1","","UNI83","","","","","","0","","","","","3","4","2","3","2","4","3","5","1","4","2","4","2","4","3","3","3","1","1","1","1","","1","","1","0","0","1","0","0","1","0","0","4","3","4","2","3","4","2","4","2","","","3","3","1",""
"251","09/03/2022 03:56","09/03/2022 04:44","0","36","2841","0","16/03/2022 05:47","R_1q9dZkGGNk9mwPg","anonymous","EN","1","","UNI83","","","","","","0","","","","","2","4","4","3","4","4","2","5","1","2","4","2","1","4","3","1","5","","","1","","1","","","1","0","0","1","0","0","0","0","1","4","3","2","2","1","1","4","3","1","1","The difficulty of repeating a study","2","2","1",""
"252","09/03/2022 14:11","09/03/2022 14:19","0","53","480","0","16/03/2022 15:19","R_1qXqdvwAX50M002","anonymous","EN","1","","UNI83","","","","","","0","","","","","2","5","2","5","2","5","2","5","5","5","1","5","1","3","4","2","5","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","4","2","4","4","4","3","3","4","2","","","2","3","1",""
"253","14/03/2022 09:42","14/03/2022 09:53","0","51","675","0","21/03/2022 09:53","R_24BHjZFt7hX1sDW","anonymous","EN","1","","UNI83","","","","","","0","","","","","2","5","2","4","2","4","2","5","4","4","2","5","2","4","4","2","5","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","1","1","4","5","4","5","4","1","1","2","","","2","2","1",""
"254","09/03/2022 06:37","09/03/2022 07:31","0","97","3227","0","16/03/2022 08:31","R_239W4j3SiS3t7hm","anonymous","EN","1","","UNI83","","","","","","0","","","","","2","5","1","4","1","5","3","4","3","5","1","2","1","3","4","2","3","","","","","","","","1","0","0","0","0","0","0","0","0","4","2","5","4","4","4","2","3","2","","","2","3","1",""
"255","10/03/2022 05:17","10/03/2022 05:18","0","8","46","0","17/03/2022 06:18","R_1LhDFzzzMzdb0pK","anonymous","EN","1","","UNI73","","","","","","0","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"256","10/03/2022 05:11","10/03/2022 05:27","0","36","1004","0","17/03/2022 06:27","R_1MK9A5tP2SpAWX2","anonymous","EN","1","","UNI73","","","","","","0","","","","","2","5","2","5","2","4","2","4","2","4","4","4","2","4","2","2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","4","4","2","4","4","2","2","2","2","","","2","2","1",""
"257","10/03/2022 05:37","10/03/2022 05:38","0","8","64","0","17/03/2022 06:38","R_1dFDISXJWbtfCdT","anonymous","EN","1","","UNI73","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"258","10/03/2022 05:36","10/03/2022 07:45","0","68","7713","0","17/03/2022 08:45","R_2tmRDbnDi85P8lw","anonymous","EN","1","","UNI73","","","","","","0","","","","","2","4","2","4","2","3","2","4","2","4","2","4","1","3","2","2","4","1","1","1","","","1","1","1","0","0","1","0","0","0","0","1","4","2","4","2","4","4","2","3","1","1","Results of classic studies are not replicable ","1","1","1",""
"259","11/03/2022 04:25","11/03/2022 04:43","0","75","1039","0","18/03/2022 05:43","R_2wp2DY3tkLPmo7u","anonymous","EN","1","","UNI73","","","","","","1st Year","","","","","2","5","2","3","2","2","2","4","2","4","2","3","2","3","4","2","2","","","","","","","","","0","0","0","0","0","0","0","0","4","3","4","3","4","3","3","3","1","1","Where researchers are replicating all of the most famous classic studies (e.g. MilgramÇƒÙs obedience studies, etc.)","2","2","3",""
"260","08/03/2022 13:17","08/03/2022 14:21","0","100","3864","1","08/03/2022 14:21","R_1Qz2LpoTdT83vif","anonymous","EN","1","","UNI63","","","","","","1st Year","","","","","2","4","2","3","3","2","4","4","2","4","3","4","4","3","4","4","2","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","4","2","4","2","2","3","4","3","1","1","anything can be biased and it is hard to get into journal or it has limited accessibility because researchers need to pay them first","3","3","1","no"
"261","08/03/2022 16:54","08/03/2022 17:15","0","100","1202","1","08/03/2022 17:15","R_2zwpDNwoPyNfVKE","anonymous","EN","1","","UNI63","","","","","","3rd Year","","","","","2","4","2","3","5","2","4","5","1","5","4","4","5","3","2","2","5","1","1","1","1","1","1","1","1","0","0","1","0","0","0","1","0","4","5","2","5","5","1","2","3","2","","","2","2","3","No "
"262","04/03/2022 03:48","04/03/2022 04:02","0","100","798","1","04/03/2022 04:02","R_4IcTNznZ96fREzf","anonymous","EN","1","","UNI84","","","","","","3rd Year","","","","","2","5","2","4","3","3","3","5","2","3","2","4","1","4","3","4","2","1","1","","1","1","","1","1","0","0","0","0","0","0","1","0","5","2","5","1","2","4","3","4","1","1","Cannot be replicated ","2","3","1",""
"263","10/03/2022 05:00","10/03/2022 05:27","0","100","1644","1","10/03/2022 05:27","R_3IWPxwQIImsE8iR","anonymous","EN","1","","UNI85","","","","","","3rd Year","","","","","2","4","2","4","3","3","4","4","4","3","4","4","2","4","4","3","4","1","1","1","1","","","","1","0","1","1","0","0","0","0","0","4","4","4","3","5","2","1","2","3","","","3","3","1",""
"264","07/03/2022 18:39","07/03/2022 19:15","0","100","2125","1","07/03/2022 19:15","R_ApnsFXTN0ifnWBr","anonymous","EN","1","","UNI86","","","","","","1st Year","","","","","2","5","1","5","1","5","1","5","4","5","1","5","1","5","2","1","5","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","5","2","5","1","5","4","1","4","1","1","That many studies cannot be reproduced and are therefore wrong.","1","3","1","I believe that research should be freely accessible. "
"265","13/03/2022 10:39","13/03/2022 10:50","0","100","647","1","13/03/2022 10:50","R_5yTYlevdKUgfJC1","anonymous","EN","1","","UNI86","","","","","","2nd Year","","","","","2","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","1","4","4","4","4","3","2","4","3","","","1","1","1",""
"266","04/03/2022 08:10","08/03/2022 04:46","0","100","333380","1","08/03/2022 04:46","R_ufe1UTKnhunizVT","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","2","2","3","1","3","2","1","2","1","1","sdfgsgfd","1","1","1","dfghfgh"
"267","14/03/2022 09:18","14/03/2022 09:46","0","100","1662","1","14/03/2022 09:46","R_10xugjFmMQLX312","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","3","2","4","3","3","3","5","3","4","1","4","4","1","4","","","1","","","","","1","0","0","0","0","1","0","0","1","3","3","4","2","1","2","3","3","2","","","3","3","1","No thank you"
"268","20/03/2022 04:38","20/03/2022 04:59","0","100","1245","1","20/03/2022 04:59","R_2YSvC25UUfYYCs0","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","4","2","5","2","4","2","4","1","4","2","4","1","4","2","2","5","1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","0","4","2","4","1","4","4","2","4","1","1","The fact that a large proportion of psychological research is not replicable.","1","1","1",""
"269","22/03/2022 06:30","22/03/2022 07:08","0","100","2278","1","22/03/2022 07:08","R_2cexRdTfRBUgE0c","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","4","2","4","2","4","2","5","4","5","1","4","2","5","1","3","4","1","1","1","1","","1","1","1","1","1","1","0","0","0","1","1","5","2","5","1","4","5","2","4","1","1","The inability to reproduce results and findings from previous studies, thereby casting doubt over established theories based on previous research","1","1","1",""
"270","25/03/2022 11:22","25/03/2022 11:43","0","100","1300","1","25/03/2022 11:43","R_2aP1XHHdp6hOV8B","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","5","1","4","1","4","2","3","4","5","1","5","1","5","1","4","3","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","5","2","5","1","3","5","1","4","1","1","the inability of researchers to replicate the results of studies","1","1","1",""
"271","10/03/2022 07:28","10/03/2022 08:01","0","100","1977","1","10/03/2022 08:01","R_3I0G88zrv5v1C4M","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","4","3","5","2","4","2","3","2","4","1","4","1","3","2","3","4","1","1","1","1","1","1","1","1","1","0","1","0","0","0","1","1","5","2","4","4","4","3","3","4","1","1","Being unable to replicate/ reproduce a study ","1","1","3",""
"272","10/03/2022 07:59","10/03/2022 08:08","0","100","571","1","10/03/2022 08:08","R_3fPPUYvoU1i4n8Z","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","1","4","3","4","4","3","3","4","3","4","3","4","3","4","4","4","4","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","4","4","4","3","4","3","4","3","1","2","/","1","1","1","na"
"273","10/03/2022 07:42","10/03/2022 08:25","0","100","2595","1","10/03/2022 08:25","R_2e8CuGG8uJUz1ZS","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","1","5","2","4","2","4","2","5","1","4","1","2","1","2","2","2","5","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","4","2","4","2","2","2","2","4","1","1","the studies could not reproduce the same findings","2","2","1",""
"274","10/03/2022 07:47","10/03/2022 08:26","0","100","2343","1","10/03/2022 08:26","R_QmLuQ5Xwk6zNKfL","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","3","4","3","4","5","4","3","4","4","1","5","4","3","4","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","1","1","3","2","4","4","2","4","4","1","1","no opinion ","2","3","1",""
"275","10/03/2022 08:16","10/03/2022 08:51","0","100","2138","1","10/03/2022 08:51","R_2RaEynSxwNeceid","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","4","2","4","1","5","2","4","3","5","1","5","1","5","2","2","4","1","","1","","","1","","1","0","0","1","0","0","0","0","0","5","1","4","4","4","4","2","5","1","2","when certain research is replicated because it has significant findings, so that research therefore has greater implications as people are more familiar with those findings whereas research that has found no significant effect is not repeated and so is not as prevalent, even though it may reveal equally important findings.","1","1","1",""
"276","10/03/2022 08:46","10/03/2022 09:00","0","100","815","1","10/03/2022 09:00","R_2cvIsds6gJuaZzb","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","5","2","4","2","5","2","5","1","4","2","3","2","2","4","1","","","","","","1","1","0","0","0","0","0","0","0","0","5","2","4","4","5","3","2","4","1","1","difficulty in replicating another researcher's study ","3","3","1",""
"277","10/03/2022 08:42","10/03/2022 09:08","0","100","1564","1","10/03/2022 09:08","R_voxRJMhm1Wb1TsB","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","4","2","4","1","3","2","5","2","3","2","4","1","5","2","3","4","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","4","2","4","2","4","3","1","4","1","1","The inability to find significant results when directly replicating a notable and old study","2","3","1",""
"278","10/03/2022 09:42","10/03/2022 09:53","0","100","655","1","10/03/2022 09:53","R_22PIQrUJV8N9SE6","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","1","5","1","5","1","5","1","5","1","2","1","5","5","1","4","1","","1","","","1","","","0","0","1","0","0","1","0","0","5","1","5","3","5","3","3","3","2","","","2","2","3",""
"279","10/03/2022 09:33","10/03/2022 09:59","0","100","1552","1","10/03/2022 09:59","R_bvFGT7eFoSXti2B","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","4","1","4","3","3","4","4","3","5","1","5","5","3","5","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","1","4","2","1","4","4","3","2","3","2","","","1","3","3",""
"280","10/03/2022 09:38","10/03/2022 10:20","0","100","2500","1","10/03/2022 10:20","R_3J1R3JQSz3axZns","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","4","2","3","3","4","3","4","2","4","2","4","1","4","4","3","3","1","","1","","1","","","1","0","0","1","0","1","0","0","1","4","4","3","5","3","4","1","3","3","","","2","3","1",""
"281","10/03/2022 09:50","10/03/2022 10:28","0","100","2270","1","10/03/2022 10:28","R_3n654tu4DasZFzk","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","1","3","1","4","2","5","2","1","5","5","1","5","1","1","5","1","1","1","","","1","","1","1","0","1","0","0","1","1","0","4","2","4","5","5","2","1","4","1","2","The replication of previous studies does not produce the same results.","1","3","1",""
"282","10/03/2022 10:28","10/03/2022 11:12","0","100","2593","1","10/03/2022 11:12","R_qyX1taTeeMEcfaF","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","1","5","1","4","2","4","2","2","4","5","1","5","5","1","5","1","1","1","","","1","1","1","1","1","0","0","0","0","0","1","4","2","4","1","5","4","1","4","1","1","Many scientific studies produce results that are very difficult/ cannot be reproduced the consequence of this is that the research lacks supportive evidence and hence cannot be generalised to the wider population ","3","1","1",""
"283","10/03/2022 10:56","10/03/2022 11:32","0","100","2182","1","10/03/2022 11:32","R_WlLEnsOP8Cy9CpP","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","5","2","4","1","5","1","5","1","5","1","5","1","5","4","2","4","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","4","2","5","1","4","5","1","5","1","1","The results of many research studies are difficult or impossible to recreate, which might be due to unreliable analysis and experimental practices in order to create more substantial results.","1","1","1","N/A"
